"area","value","date","unit","description","name","iso3c"
"Armenia",-0.549251281615873,2002,"%","Annual population growth","Population growth","Armenia"
"Armenia",-0.617979926225355,2001,"%","Annual population growth","Population growth","Armenia"
"Armenia",-0.630760587863762,2000,"%","Annual population growth","Population growth","Armenia"
"Armenia",-0.634784876346639,1999,"%","Annual population growth","Population growth","Armenia"
"Armenia",-0.781512818389014,1998,"%","Annual population growth","Population growth","Armenia"
"Armenia",-1.1150841090417,1997,"%","Annual population growth","Population growth","Armenia"
"Armenia",-1.5390021999424,1996,"%","Annual population growth","Population growth","Armenia"
"Armenia",-2.0402143564881,1995,"%","Annual population growth","Population growth","Armenia"
"Armenia",-2.39065663530549,1994,"%","Annual population growth","Population growth","Armenia"
"Armenia",-2.34244645434952,1993,"%","Annual population growth","Population growth","Armenia"
"Armenia",-1.79706563313488,1992,"%","Annual population growth","Population growth","Armenia"
"Armenia",-0.93463892028232,1991,"%","Annual population growth","Population growth","Armenia"
"Armenia",0.0478045737810531,1990,"%","Annual population growth","Population growth","Armenia"
"Armenia",63.149,2018,"%","Urban population share","Urban population","Armenia"
"Armenia",63.103,2017,"%","Urban population share","Urban population","Armenia"
"Armenia",63.082,2016,"%","Urban population share","Urban population","Armenia"
"Armenia",63.085,2015,"%","Urban population share","Urban population","Armenia"
"Armenia",63.112,2014,"%","Urban population share","Urban population","Armenia"
"Armenia",63.164,2013,"%","Urban population share","Urban population","Armenia"
"Armenia",63.24,2012,"%","Urban population share","Urban population","Armenia"
"Armenia",63.34,2011,"%","Urban population share","Urban population","Armenia"
"Armenia",63.44,2010,"%","Urban population share","Urban population","Armenia"
"Armenia",63.54,2009,"%","Urban population share","Urban population","Armenia"
"Armenia",63.64,2008,"%","Urban population share","Urban population","Armenia"
"Armenia",63.739,2007,"%","Urban population share","Urban population","Armenia"
"Armenia",63.839,2006,"%","Urban population share","Urban population","Armenia"
"Armenia",63.938,2005,"%","Urban population share","Urban population","Armenia"
"Armenia",64.038,2004,"%","Urban population share","Urban population","Armenia"
"Armenia",64.137,2003,"%","Urban population share","Urban population","Armenia"
"Armenia",64.236,2002,"%","Urban population share","Urban population","Armenia"
"Armenia",64.385,2001,"%","Urban population share","Urban population","Armenia"
"Armenia",64.666,2000,"%","Urban population share","Urban population","Armenia"
"Armenia",64.947,1999,"%","Urban population share","Urban population","Armenia"
"Armenia",65.226,1998,"%","Urban population share","Urban population","Armenia"
"Armenia",65.504,1997,"%","Urban population share","Urban population","Armenia"
"Armenia",65.781,1996,"%","Urban population share","Urban population","Armenia"
"Armenia",66.057,1995,"%","Urban population share","Urban population","Armenia"
"Armenia",66.332,1994,"%","Urban population share","Urban population","Armenia"
"Armenia",66.606,1993,"%","Urban population share","Urban population","Armenia"
"Armenia",66.878,1992,"%","Urban population share","Urban population","Armenia"
"Armenia",67.15,1991,"%","Urban population share","Urban population","Armenia"
"Armenia",67.421,1990,"%","Urban population share","Urban population","Armenia"
"Armenia",74.945,2018,"years","","Life expectancy","Armenia"
"Armenia",74.797,2017,"years","","Life expectancy","Armenia"
"Armenia",74.64,2016,"years","","Life expectancy","Armenia"
"Armenia",74.467,2015,"years","","Life expectancy","Armenia"
"Armenia",74.273,2014,"years","","Life expectancy","Armenia"
"Armenia",74.056,2013,"years","","Life expectancy","Armenia"
"Armenia",73.82,2012,"years","","Life expectancy","Armenia"
"Armenia",73.572,2011,"years","","Life expectancy","Armenia"
"Armenia",73.331,2010,"years","","Life expectancy","Armenia"
"Armenia",73.118,2009,"years","","Life expectancy","Armenia"
"Armenia",72.946,2008,"years","","Life expectancy","Armenia"
"Armenia",72.815,2007,"years","","Life expectancy","Armenia"
"Armenia",72.716,2006,"years","","Life expectancy","Armenia"
"Armenia",72.626,2005,"years","","Life expectancy","Armenia"
"Armenia",72.513,2004,"years","","Life expectancy","Armenia"
"Armenia",72.348,2003,"years","","Life expectancy","Armenia"
"Armenia",72.112,2002,"years","","Life expectancy","Armenia"
"Armenia",71.8,2001,"years","","Life expectancy","Armenia"
"Armenia",71.409,2000,"years","","Life expectancy","Armenia"
"Armenia",70.944,1999,"years","","Life expectancy","Armenia"
"Armenia",70.434,1998,"years","","Life expectancy","Armenia"
"Armenia",69.912,1997,"years","","Life expectancy","Armenia"
"Armenia",69.404,1996,"years","","Life expectancy","Armenia"
"Armenia",68.938,1995,"years","","Life expectancy","Armenia"
"Armenia",68.538,1994,"years","","Life expectancy","Armenia"
"Armenia",68.218,1993,"years","","Life expectancy","Armenia"
"Armenia",67.99,1992,"years","","Life expectancy","Armenia"
"Armenia",67.87,1991,"years","","Life expectancy","Armenia"
"Armenia",67.879,1990,"years","","Life expectancy","Armenia"
"Armenia",4220.54032079145,2018,"current US$","","GDP per capita","Armenia"
"Armenia",3914.52785436696,2017,"current US$","","GDP per capita","Armenia"
"Armenia",3591.82805221639,2016,"current US$","","GDP per capita","Armenia"
"Armenia",3607.28929855361,2015,"current US$","","GDP per capita","Armenia"
"Armenia",3986.23162376713,2014,"current US$","","GDP per capita","Armenia"
"Armenia",3838.17387997786,2013,"current US$","","GDP per capita","Armenia"
"Armenia",3681.84469060495,2012,"current US$","","GDP per capita","Armenia"
"Armenia",3525.80719813557,2011,"current US$","","GDP per capita","Armenia"
"Armenia",3218.37829927419,2010,"current US$","","GDP per capita","Armenia"
"Armenia",2994.34047090816,2009,"current US$","","GDP per capita","Armenia"
"Armenia",4010.86138084833,2008,"current US$","","GDP per capita","Armenia"
"Armenia",3139.28071035448,2007,"current US$","","GDP per capita","Armenia"
"Armenia",2158.1480742298,2006,"current US$","","GDP per capita","Armenia"
"Armenia",1643.75688889146,2005,"current US$","","GDP per capita","Armenia"
"Armenia",1191.92100563238,2004,"current US$","","GDP per capita","Armenia"
"Armenia",930.125472654125,2003,"current US$","","GDP per capita","Armenia"
"Armenia",783.241214960091,2002,"current US$","","GDP per capita","Armenia"
"Armenia",694.423455373229,2001,"current US$","","GDP per capita","Armenia"
"Armenia",622.740922945281,2000,"current US$","","GDP per capita","Armenia"
"Armenia",597.432898792278,1999,"current US$","","GDP per capita","Armenia"
"Armenia",609.17165368466,1998,"current US$","","GDP per capita","Armenia"
"Armenia",523.284410700367,1997,"current US$","","GDP per capita","Armenia"
"Armenia",504.059842642233,1996,"current US$","","GDP per capita","Armenia"
"Armenia",456.374933276273,1995,"current US$","","GDP per capita","Armenia"
"Armenia",400.515593762192,1994,"current US$","","GDP per capita","Armenia"
"Armenia",357.202848575393,1993,"current US$","","GDP per capita","Armenia"
"Armenia",369.707232276548,1992,"current US$","","GDP per capita","Armenia"
"Armenia",590.505875579775,1991,"current US$","","GDP per capita","Armenia"
"Armenia",637.85592120941,1990,"current US$","","GDP per capita","Armenia"
"Armenia",5.19999999965324,2018,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",7.50000000164144,2017,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",0.199999999825991,2016,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",3.19999999896625,2015,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",3.60000000058993,2014,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",3.3,2013,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",7.20000000096486,2012,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",4.69999999867412,2011,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",2.2000000002151,2010,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",-14.1000000006998,2009,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",6.90000000042959,2008,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",13.7000000015467,2007,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",13.1999999994661,2006,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",13.8999999991133,2005,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",10.4999999988202,2004,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",14.0000000015501,2003,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",13.1999999979356,2002,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",9.59999999927597,2001,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",5.90000000312092,2000,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",3.30000000058166,1999,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",7.29999998770998,1998,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",3.32107970046953,1997,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",5.86540074943565,1996,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",6.89999841973659,1995,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",5.40000277917656,1994,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",-8.7999987932935,1993,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",-41.8000027457562,1992,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",-11.6999984830362,1991,"%","Annual GDP growth","GDP growth","Armenia"
"Armenia",1.4,2018,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",0.9,2017,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.2,2016,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.3,2015,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.5,2014,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.8,2013,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",0.9,2012,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.2,2011,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1,2010,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.3,2009,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",0.9,2008,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",1.6,2007,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",2.1,2006,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",2.7,2005,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",5.5,2004,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",7.9,2003,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",10.5,2002,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",14.4,2001,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",12.2,1999,"%","<$1.90/day (2011PPP)","Poverty","Armenia"
"Armenia",34.4,2018,"Gini index","","Inequality","Armenia"
"Armenia",33.6,2017,"Gini index","","Inequality","Armenia"
"Armenia",32.5,2016,"Gini index","","Inequality","Armenia"
"Armenia",32.4,2015,"Gini index","","Inequality","Armenia"
"Armenia",31.5,2014,"Gini index","","Inequality","Armenia"
"Armenia",30.6,2013,"Gini index","","Inequality","Armenia"
"Armenia",29.6,2012,"Gini index","","Inequality","Armenia"
"Armenia",29.4,2011,"Gini index","","Inequality","Armenia"
"Armenia",30,2010,"Gini index","","Inequality","Armenia"
"Armenia",28,2009,"Gini index","","Inequality","Armenia"
"Armenia",29.2,2008,"Gini index","","Inequality","Armenia"
"Armenia",31.2,2007,"Gini index","","Inequality","Armenia"
"Armenia",29.7,2006,"Gini index","","Inequality","Armenia"
"Armenia",36,2005,"Gini index","","Inequality","Armenia"
"Armenia",37.5,2004,"Gini index","","Inequality","Armenia"
"Armenia",33,2003,"Gini index","","Inequality","Armenia"
"Armenia",34.8,2002,"Gini index","","Inequality","Armenia"
"Armenia",35.4,2001,"Gini index","","Inequality","Armenia"
"Armenia",36.2,1999,"Gini index","","Inequality","Armenia"
"Armenia",13.9423116554146,2018,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",14.9942601242776,2017,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",16.39047353385,2016,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",17.2231200318056,2015,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",18.0720363470662,2014,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",18.4347628834968,2013,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",17.9126819526397,2012,"%","Agri, forestry, and fishing \n GDP value ","Agriculture GDP","Armenia"
"Armenia",25.7800006866455,2018,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",31.3400001525879,2017,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",33.5999984741211,2016,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",35.3300018310547,2015,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",34.8300018310547,2014,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",36.2799987792969,2013,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",37.25,2012,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",38.9300003051758,2011,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",38.5999984741211,2010,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",39.4500007629395,2009,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",37.7999992370605,2008,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",36.5299987792969,2007,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",37.4599990844727,2006,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
"Armenia",38.5200004577637,2005,"%","Share of total employment, \n modelled","Agricultural jobs","Armenia"
